estimatedTimeBeijing,actualIntervalMs,anomalyStatus,anomalyNote,source,index,integrityOk,bootSessionId,uptimeMs,windOk,airOk,soilOk,solar1Ok,solar2Ok,airPressureHpa,windVoltage,windSpeedMs,airTemperatureC,airHumidityPercent,soilTemperatureC,soilMoisturePercent,solar1Wm2,solar2Wm2
"=A123+IF(H124=H123,I124-I123,I124)/86400000","=IF(H124=H123,I124-I123,I124)",,,current,122,True,3906736965,36872659,True,True,True,True,True,1010,0.0,0.0,30.79,63.36,29.9,13.8,0,0,
"=A124+IF(H125=H124,I125-I124,I125)/86400000","=IF(H125=H124,I125-I124,I125)",,,current,123,True,3906736965,37173619,True,True,True,True,True,1011,0.0,0.0,30.74,63.38,29.9,13.8,0,0,
"=A125+IF(H126=H125,I126-I125,I126)/86400000","=IF(H126=H125,I126-I125,I126)",,,current,124,True,3906736965,37474580,True,True,True,True,True,1011,0.0,0.0,30.66,63.42,29.8,13.8,0,0,
"=A126+IF(H127=H126,I127-I126,I127)/86400000","=IF(H127=H126,I127-I126,I127)",,,current,125,True,3906736965,37775553,True,True,True,True,True,1011,0.0,0.0,30.63,63.49,29.8,13.8,0,0,
"=A127+IF(H128=H127,I128-I127,I128)/86400000","=IF(H128=H127,I128-I127,I128)",,,current,126,True,3906736965,38076520,True,True,True,True,True,1011,0.0,0.0,30.53,63.48,29.8,13.8,0,0,
"=A128+IF(H129=H128,I129-I128,I129)/86400000","=IF(H129=H128,I129-I128,I129)",,,current,127,True,3906736965,38377488,True,True,True,True,True,1010,0.0,0.0,30.45,63.49,29.8,13.8,0,0,
"=A129+IF(H130=H129,I130-I129,I130)/86400000","=IF(H130=H129,I130-I129,I130)",,,current,128,True,3906736965,38678458,True,True,True,True,True,1010,0.0,0.0,30.44,63.58,29.8,13.8,0,0,
"=A130+IF(H131=H130,I131-I130,I131)/86400000","=IF(H131=H130,I131-I130,I131)",,,current,129,True,3906736965,38979428,True,True,True,True,True,1010,0.0,0.0,30.44,63.61,29.8,13.8,0,0,
"=A131+IF(H132=H131,I132-I131,I132)/86400000","=IF(H132=H131,I132-I131,I132)",,,current,130,True,3906736965,39280401,True,True,True,True,True,1010,0.0,0.0,30.43,63.68,29.8,13.8,0,0,
"=A132+IF(H133=H132,I133-I132,I133)/86400000","=IF(H133=H132,I133-I132,I133)",,,current,131,True,3906736965,39581376,True,True,True,True,True,1010,0.02,0.527,30.47,63.68,29.8,13.8,0,0,
"=A133+IF(H134=H133,I134-I133,I134)/86400000","=IF(H134=H133,I134-I133,I134)",,,current,132,True,3906736965,39882352,True,True,True,True,True,1010,0.0,0.0,30.47,63.75,29.8,13.8,0,0,
"=A134+IF(H135=H134,I135-I134,I135)/86400000","=IF(H135=H134,I135-I134,I135)",,,current,133,True,3906736965,40183332,True,True,True,True,True,1010,0.0,0.0,30.44,63.82,29.7,13.7,0,0,
"=A135+IF(H136=H135,I136-I135,I136)/86400000","=IF(H136=H135,I136-I135,I136)",,,current,134,True,3906736965,40484345,True,True,True,True,True,1010,0.0,0.0,30.45,63.92,29.8,13.8,0,0,
"=A136+IF(H137=H136,I137-I136,I137)/86400000","=IF(H137=H136,I137-I136,I137)",,,current,135,True,3906736965,40785299,True,True,True,True,True,1010,0.0,0.0,30.4,63.92,29.7,13.8,0,0,
"=A137+IF(H138=H137,I138-I137,I138)/86400000","=IF(H138=H137,I138-I137,I138)",,,current,136,True,3906736965,41086256,True,True,True,True,True,1010,0.001,0.033,30.38,63.94,29.8,13.7,0,0,
"=A138+IF(H139=H138,I139-I138,I139)/86400000","=IF(H139=H138,I139-I138,I139)",,,current,137,True,3906736965,41387213,True,True,True,True,True,1010,0.0,0.0,30.43,64.01,29.7,13.8,0,0,
"=A139+IF(H140=H139,I140-I139,I140)/86400000","=IF(H140=H139,I140-I139,I140)",,,current,138,True,3906736965,41688174,True,True,True,True,True,1010,0.0,0.0,30.46,64.14,29.7,13.8,0,0,
"=A140+IF(H141=H140,I141-I140,I141)/86400000","=IF(H141=H140,I141-I140,I141)",,,current,139,True,3906736965,41989136,True,True,True,True,True,1010,0.0,0.0,30.43,64.23,29.7,13.8,0,0,
"=A141+IF(H142=H141,I142-I141,I142)/86400000","=IF(H142=H141,I142-I141,I142)",,,current,140,True,3906736965,42290102,True,True,True,True,True,1010,0.0,0.0,30.38,64.22,29.7,13.8,0,0,
"=A142+IF(H143=H142,I143-I142,I143)/86400000","=IF(H143=H142,I143-I142,I143)",,,current,141,True,3906736965,42591069,True,True,True,True,True,1010,0.0,0.0,30.41,64.24,29.7,13.7,0,0,
"=A143+IF(H144=H143,I144-I143,I144)/86400000","=IF(H144=H143,I144-I143,I144)",,,current,142,True,3906736965,42892039,True,True,True,True,True,1010,0.0,0.0,30.39,64.32,29.7,13.8,0,0,
"=A144+IF(H145=H144,I145-I144,I145)/86400000","=IF(H145=H144,I145-I144,I145)",,,current,143,True,3906736965,43193009,True,True,True,True,True,1010,0.0,0.0,30.35,64.35,29.7,13.8,0,0,
"=A145+IF(H146=H145,I146-I145,I146)/86400000","=IF(H146=H145,I146-I145,I146)",,,current,144,True,3906736965,43493981,True,True,True,True,True,1010,0.0,0.0,30.34,64.43,29.7,13.8,0,0,
"=A146+IF(H147=H146,I147-I146,I147)/86400000","=IF(H147=H146,I147-I146,I147)",,,current,145,True,3906736965,43794954,True,True,True,True,True,1010,0.0,0.0,30.39,64.5,29.7,13.7,0,0,
"=A147+IF(H148=H147,I148-I147,I148)/86400000","=IF(H148=H147,I148-I147,I148)",,,current,146,True,3906736965,44095929,True,True,True,True,True,1010,0.0,0.0,30.42,64.54,29.7,13.8,0,0,
"=A148+IF(H149=H148,I149-I148,I149)/86400000","=IF(H149=H148,I149-I148,I149)",,,current,147,True,3906736965,44396907,True,True,True,True,True,1010,0.0,0.0,30.4,64.56,29.7,13.8,0,0,
"=A149+IF(H150=H149,I150-I149,I150)/86400000","=IF(H150=H149,I150-I149,I150)",,,current,148,True,3906736965,44697894,True,True,True,True,True,1010,0.0,0.0,30.41,64.65,29.6,13.8,0,0,
"=A150+IF(H151=H150,I151-I150,I151)/86400000","=IF(H151=H150,I151-I150,I151)",,,current,149,True,3906736965,44998876,True,True,True,True,True,1010,0.0,0.0,30.5,64.72,29.6,13.8,0,0,
"=A151+IF(H152=H151,I152-I151,I152)/86400000","=IF(H152=H151,I152-I151,I152)",,,current,150,True,3906736965,45316585,True,True,True,True,True,1010,0.0,0.0,30.58,64.85,29.6,13.8,0,0,
"=A152+IF(H153=H152,I153-I152,I153)/86400000","=IF(H153=H152,I153-I152,I153)",,,current,151,True,3906736965,45617542,True,True,True,True,True,1010,0.0,0.0,30.56,64.91,29.6,13.8,0,0,
"=A153+IF(H154=H153,I154-I153,I154)/86400000","=IF(H154=H153,I154-I153,I154)",,,current,152,True,3906736965,45918501,True,True,True,True,True,1010,0.001,0.033,30.53,64.89,29.6,13.8,0,0,
"=A154+IF(H155=H154,I155-I154,I155)/86400000","=IF(H155=H154,I155-I154,I155)",,,current,153,True,3906736965,46219463,True,True,True,True,True,1010,0.0,0.0,30.58,64.96,29.6,13.8,0,0,
"=A155+IF(H156=H155,I156-I155,I156)/86400000","=IF(H156=H155,I156-I155,I156)",,,current,154,True,3906736965,46520426,True,True,True,True,True,1010,0.0,0.0,30.57,65.0,29.6,13.7,0,0,
"=A156+IF(H157=H156,I157-I156,I157)/86400000","=IF(H157=H156,I157-I156,I157)",,,current,155,True,3906736965,46821393,True,True,True,True,True,1010,0.0,0.0,30.46,65.0,29.6,13.8,0,0,
"=A157+IF(H158=H157,I158-I157,I158)/86400000","=IF(H158=H157,I158-I157,I158)",,,current,156,True,3906736965,47122362,True,True,True,True,True,1010,0.0,0.0,30.43,65.03,29.6,13.8,0,0,
"=A158+IF(H159=H158,I159-I158,I159)/86400000","=IF(H159=H158,I159-I158,I159)",,,current,157,True,3906736965,47423333,True,True,True,True,True,1010,0.028,0.758,30.37,65.1,29.6,13.7,0,0,
"=A159+IF(H160=H159,I160-I159,I160)/86400000","=IF(H160=H159,I160-I159,I160)",,,current,158,True,3906736965,47724305,True,True,True,True,True,1010,0.0,0.0,30.29,65.02,29.6,13.8,0,0,
"=A160+IF(H161=H160,I161-I160,I161)/86400000","=IF(H161=H160,I161-I160,I161)",,,current,159,True,3906736965,48025279,True,True,True,True,True,1010,0.0,0.0,30.18,65.11,29.6,13.8,0,0,
"=A161+IF(H162=H161,I162-I161,I162)/86400000","=IF(H162=H161,I162-I161,I162)",,,current,160,True,3906736965,48326252,True,True,True,True,True,1010,0.0,0.0,30.07,65.08,29.6,13.7,0,0,
"=A162+IF(H163=H162,I163-I162,I163)/86400000","=IF(H163=H162,I163-I162,I163)",,,current,161,True,3906736965,48627233,True,True,True,True,True,1010,0.0,0.0,30.06,65.14,29.6,13.7,0,0,
"=A163+IF(H164=H163,I164-I163,I164)/86400000","=IF(H164=H163,I164-I163,I164)",,,current,162,True,3906736965,48928197,True,True,True,True,True,1010,0.0,0.0,30.03,65.19,29.6,13.7,0,0,
"=A164+IF(H165=H164,I165-I164,I165)/86400000","=IF(H165=H164,I165-I164,I165)",,,current,163,True,3906736965,49229166,True,True,True,True,True,1010,0.0,0.0,30.04,65.21,29.6,13.7,0,0,
"=A165+IF(H166=H165,I166-I165,I166)/86400000","=IF(H166=H165,I166-I165,I166)",,,current,164,True,3906736965,49530136,True,True,True,True,True,1010,0.0,0.0,30.02,65.25,29.6,13.7,0,0,
"=A166+IF(H167=H166,I167-I166,I167)/86400000","=IF(H167=H166,I167-I166,I167)",,,current,165,True,3906736965,49831108,True,True,True,True,True,1010,0.0,0.0,30.0,65.31,29.6,13.7,0,0,
"=A167+IF(H168=H167,I168-I167,I168)/86400000","=IF(H168=H167,I168-I167,I168)",,,current,166,True,3906736965,50132115,True,True,True,True,True,1010,0.0,0.0,30.0,65.31,29.5,13.7,0,0,
"=A168+IF(H169=H168,I169-I168,I169)/86400000","=IF(H169=H168,I169-I168,I169)",,,current,167,True,3906736965,50433059,True,True,True,True,True,1010,0.0,0.0,29.97,65.33,29.5,13.7,0,0,
"=A169+IF(H170=H169,I170-I169,I170)/86400000","=IF(H170=H169,I170-I169,I170)",,,current,168,True,3906736965,50734007,True,True,True,True,True,1010,0.0,0.0,30.02,65.36,29.5,13.7,0,0,
"=A170+IF(H171=H170,I171-I170,I171)/86400000","=IF(H171=H170,I171-I170,I171)",,,current,169,True,3906736965,51034958,True,True,True,True,True,1010,0.0,0.0,30.08,65.43,29.5,13.7,0,0,
"=A171+IF(H172=H171,I172-I171,I172)/86400000","=IF(H172=H171,I172-I171,I172)",,,current,170,True,3906736965,51335912,True,True,True,True,True,1010,0.0,0.0,30.06,65.45,29.5,13.7,0,0,
"=A172+IF(H173=H172,I173-I172,I173)/86400000","=IF(H173=H172,I173-I172,I173)",,,current,171,True,3906736965,51636866,True,True,True,True,True,1010,0.0,0.0,30.07,65.48,29.5,13.7,0,0,
"=A173+IF(H174=H173,I174-I173,I174)/86400000","=IF(H174=H173,I174-I173,I174)",,,current,172,True,3906736965,51937822,True,True,True,True,True,1010,0.0,0.0,30.09,65.51,29.5,13.7,0,0,
"=A174+IF(H175=H174,I175-I174,I175)/86400000","=IF(H175=H174,I175-I174,I175)",,,current,173,True,3906736965,52238783,True,True,True,True,True,1010,0.001,0.033,30.04,65.49,29.5,13.7,0,0,
"=A175+IF(H176=H175,I176-I175,I176)/86400000","=IF(H176=H175,I176-I175,I176)",,,current,174,True,3906736965,52539742,True,True,True,True,True,1010,0.0,0.0,29.96,65.54,29.5,13.7,0,0,
"=A176+IF(H177=H176,I177-I176,I177)/86400000","=IF(H177=H176,I177-I176,I177)",,,current,175,True,3906736965,52840703,True,True,True,True,True,1010,0.0,0.0,29.89,65.54,29.5,13.7,0,0,
"=A177+IF(H178=H177,I178-I177,I178)/86400000","=IF(H178=H177,I178-I177,I178)",,,current,176,True,3906736965,53141675,True,True,True,True,True,1010,0.0,0.0,29.81,65.54,29.5,13.7,0,0,
"=A178+IF(H179=H178,I179-I178,I179)/86400000","=IF(H179=H178,I179-I178,I179)",,,current,177,True,3906736965,53442650,True,True,True,True,True,1010,0.046,1.253,29.73,65.56,29.5,13.7,0,0,
"=A179+IF(H180=H179,I180-I179,I180)/86400000","=IF(H180=H179,I180-I179,I180)",,,current,178,True,3906736965,53743627,True,True,True,True,True,1010,0.0,0.0,29.66,65.55,29.5,13.7,0,0,
"=A180+IF(H181=H180,I181-I180,I181)/86400000","=IF(H181=H180,I181-I180,I181)",,,current,179,True,3906736965,54044604,True,True,True,True,True,1010,0.103,2.769,29.6,65.58,29.5,13.7,0,0,
"=A181+IF(H182=H181,I182-I181,I182)/86400000","=IF(H182=H181,I182-I181,I182)",,,current,180,True,3906736965,54345584,True,True,True,True,True,1010,0.0,0.0,29.56,65.65,29.4,13.7,0,0,
"=A182+IF(H183=H182,I183-I182,I183)/86400000","=IF(H183=H182,I183-I182,I183)",,,current,181,True,3906736965,54646568,True,True,True,True,True,1010,0.0,0.0,29.52,65.63,29.4,13.7,0,0,
"=A183+IF(H184=H183,I184-I183,I184)/86400000","=IF(H184=H183,I184-I183,I184)",,,current,182,True,3906736965,54947586,True,True,True,True,True,1010,0.0,0.0,29.48,65.71,29.4,13.7,0,0,
"=A184+IF(H185=H184,I185-I184,I185)/86400000","=IF(H185=H184,I185-I184,I185)",,,current,183,True,3906736965,55248543,True,True,True,True,True,1010,0.0,0.0,29.41,65.71,29.4,13.7,0,0,
"=A185+IF(H186=H185,I186-I185,I186)/86400000","=IF(H186=H185,I186-I185,I186)",,,current,184,True,3906736965,55549503,True,True,True,True,True,1010,0.0,0.0,29.41,65.74,29.4,13.7,0,0,
"=A186+IF(H187=H186,I187-I186,I187)/86400000","=IF(H187=H186,I187-I186,I187)",,,current,185,True,3906736965,55850467,True,True,True,True,True,1010,0.0,0.0,29.43,65.76,29.4,13.7,0,1,
"=A187+IF(H188=H187,I188-I187,I188)/86400000","=IF(H188=H187,I188-I187,I188)",,,current,186,True,3906736965,56151432,True,True,True,True,True,1011,0.0,0.0,29.42,65.82,29.3,13.7,0,1,
"=A188+IF(H189=H188,I189-I188,I189)/86400000","=IF(H189=H188,I189-I188,I189)",,,current,187,True,3906736965,56452400,True,True,True,True,True,1011,0.0,0.0,29.44,65.89,29.4,13.7,1,3,
"=A189+IF(H190=H189,I190-I189,I190)/86400000","=IF(H190=H189,I190-I189,I190)",,,current,188,True,3906736965,56753368,True,True,True,True,True,1010,0.0,0.0,29.46,66.02,29.4,13.7,1,3,
"=A190+IF(H191=H190,I191-I190,I191)/86400000","=IF(H191=H190,I191-I190,I191)",,,current,189,True,3906736965,57054341,True,True,True,True,True,1011,0.0,0.0,29.44,66.02,29.3,13.7,1,5,
"=A191+IF(H192=H191,I192-I191,I192)/86400000","=IF(H192=H191,I192-I191,I192)",,,current,190,True,3906736965,57355314,True,True,True,True,True,1011,0.0,0.0,29.48,66.08,29.3,13.7,1,6,
"=A192+IF(H193=H192,I193-I192,I193)/86400000","=IF(H193=H192,I193-I192,I193)",,,current,191,True,3906736965,57656285,True,True,True,True,True,1011,0.0,0.0,29.48,66.19,29.4,13.6,2,7,
"=A193+IF(H194=H193,I194-I193,I194)/86400000","=IF(H194=H193,I194-I193,I194)",,,current,192,True,3906736965,57957260,True,True,True,True,True,1010,0.0,0.0,29.51,66.21,29.3,13.7,2,9,
"=A194+IF(H195=H194,I195-I194,I195)/86400000","=IF(H195=H194,I195-I194,I195)",,,current,193,True,3906736965,58258238,True,True,True,True,True,1011,0.0,0.0,29.58,66.27,29.3,13.7,3,11,
"=A195+IF(H196=H195,I196-I195,I196)/86400000","=IF(H196=H195,I196-I195,I196)",,,current,194,True,3906736965,58559217,True,True,True,True,True,1011,0.0,0.0,29.64,66.4,29.3,13.7,3,12,
"=A196+IF(H197=H196,I197-I196,I197)/86400000","=IF(H197=H196,I197-I196,I197)",,,current,195,True,3906736965,58860198,True,True,True,True,True,1011,0.013,0.363,29.69,66.46,29.3,13.7,3,13,
"=A197+IF(H198=H197,I198-I197,I198)/86400000","=IF(H198=H197,I198-I197,I198)",,,current,196,True,3906736965,59161183,True,True,True,True,True,1011,0.0,0.0,29.78,66.6,29.4,13.7,4,15,
"=A198+IF(H199=H198,I199-I198,I199)/86400000","=IF(H199=H198,I199-I198,I199)",,,current,197,True,3906736965,59462167,True,True,True,True,True,1011,0.0,0.0,29.86,66.63,29.4,13.7,4,17,
"=A199+IF(H200=H199,I200-I199,I200)/86400000","=IF(H200=H199,I200-I199,I200)",,,current,198,True,3906736965,59763185,True,True,True,True,True,1011,0.0,0.0,30.2,66.77,29.4,13.7,4,19,
"=A200+IF(H201=H200,I201-I200,I201)/86400000","=IF(H201=H200,I201-I200,I201)",,,current,199,True,3906736965,60064145,True,True,True,True,True,1011,0.0,0.0,30.43,66.92,29.4,13.7,4,20,
"=A201+IF(H202=H201,I202-I201,I202)/86400000","=IF(H202=H201,I202-I201,I202)",,,current,200,True,3906736965,60365109,True,True,True,True,True,1011,0.0,0.0,30.61,67.06,29.4,13.7,5,22,
"=A202+IF(H203=H202,I203-I202,I203)/86400000","=IF(H203=H202,I203-I202,I203)",,,current,201,True,3906736965,60666076,True,True,True,True,True,1011,0.0,0.0,30.76,67.2,29.5,13.7,5,23,
"=A203+IF(H204=H203,I204-I203,I204)/86400000","=IF(H204=H203,I204-I203,I204)",,,current,202,True,3906736965,60967047,True,True,True,True,True,1011,0.0,0.0,30.78,67.29,29.5,13.7,5,24,
"=A204+IF(H205=H204,I205-I204,I205)/86400000","=IF(H205=H204,I205-I204,I205)",,,current,203,True,3906736965,61268014,True,True,True,True,True,1011,0.0,0.0,30.86,67.39,29.5,13.7,6,25,
"=A205+IF(H206=H205,I206-I205,I206)/86400000","=IF(H206=H205,I206-I205,I206)",,,current,204,True,3906736965,61568985,True,True,True,True,True,1011,0.0,0.0,30.9,67.45,29.5,13.7,6,27,
"=A206+IF(H207=H206,I207-I206,I207)/86400000","=IF(H207=H206,I207-I206,I207)",,,current,205,True,3906736965,61869958,True,True,True,True,True,1011,0.0,0.0,30.96,67.46,29.5,13.7,7,30,
"=A207+IF(H208=H207,I208-I207,I208)/86400000","=IF(H208=H207,I208-I207,I208)",,,current,206,True,3906736965,62170932,True,True,True,True,True,1011,0.0,0.0,31.08,67.58,29.5,13.7,7,31,
"=A208+IF(H209=H208,I209-I208,I209)/86400000","=IF(H209=H208,I209-I208,I209)",,,current,207,True,3906736965,62471907,True,True,True,True,True,1011,0.0,0.0,31.18,67.65,29.5,13.6,8,33,
"=A209+IF(H210=H209,I210-I209,I210)/86400000","=IF(H210=H209,I210-I209,I210)",,,current,208,True,3906736965,62772885,True,True,True,True,True,1011,0.0,0.0,31.31,67.72,29.6,13.6,8,34,
"=A210+IF(H211=H210,I211-I210,I211)/86400000","=IF(H211=H210,I211-I210,I211)",,,current,209,True,3906736965,63073864,True,True,True,True,True,1011,0.0,0.0,31.27,67.83,29.6,13.6,8,35,
"=A211+IF(H212=H211,I212-I211,I212)/86400000","=IF(H212=H211,I212-I211,I212)",,,current,210,True,3906736965,63374843,True,True,True,True,True,1011,0.002,0.066,31.39,67.9,29.6,13.6,8,37,
"=A212+IF(H213=H212,I213-I212,I213)/86400000","=IF(H213=H212,I213-I212,I213)",,,current,211,True,3906736965,63675824,True,True,True,True,True,1011,0.0,0.0,31.46,67.95,29.6,13.7,9,41,
"=A213+IF(H214=H213,I214-I213,I214)/86400000","=IF(H214=H213,I214-I213,I214)",,,current,212,True,3906736965,63976809,True,True,True,True,True,1011,0.0,0.0,31.59,68.05,29.6,13.6,9,45,
"=A214+IF(H215=H214,I215-I214,I215)/86400000","=IF(H215=H214,I215-I214,I215)",,,current,213,True,3906736965,64277797,True,True,True,True,True,1011,0.0,0.0,31.81,68.16,29.6,13.7,11,49,
"=A215+IF(H216=H215,I216-I215,I216)/86400000","=IF(H216=H215,I216-I215,I216)",,,current,214,True,3906736965,64578819,True,True,True,True,True,1011,0.0,0.0,31.8,68.25,29.6,13.6,11,50,
"=A216+IF(H217=H216,I217-I216,I217)/86400000","=IF(H217=H216,I217-I216,I217)",,,current,215,True,3906736965,64879786,True,True,True,True,True,1011,0.0,0.0,31.96,68.29,29.6,13.6,11,52,
"=A217+IF(H218=H217,I218-I217,I218)/86400000","=IF(H218=H217,I218-I217,I218)",,,current,216,True,3906736965,65180754,True,True,True,True,True,1011,0.0,0.0,32.06,68.38,29.6,13.6,12,56,
"=A218+IF(H219=H218,I219-I218,I219)/86400000","=IF(H219=H218,I219-I218,I219)",,,current,217,True,3906736965,65481719,True,True,True,True,True,1011,0.0,0.0,32.18,68.46,29.7,13.6,13,60,
"=A219+IF(H220=H219,I220-I219,I220)/86400000","=IF(H220=H219,I220-I219,I220)",,,current,218,True,3906736965,65782689,True,True,True,True,True,1011,0.0,0.0,32.41,68.56,29.7,13.6,14,65,
"=A220+IF(H221=H220,I221-I220,I221)/86400000","=IF(H221=H220,I221-I220,I221)",,,current,219,True,3906736965,66083663,True,True,True,True,True,1011,0.0,0.0,32.49,68.56,29.8,13.6,15,67,
"=A221+IF(H222=H221,I222-I221,I222)/86400000","=IF(H222=H221,I222-I221,I222)",,,current,220,True,3906736965,66384637,True,True,True,True,True,1011,0.009,0.231,32.66,68.68,29.8,13.6,16,72,
"=A222+IF(H223=H222,I223-I222,I223)/86400000","=IF(H223=H222,I223-I222,I223)",,,current,221,True,3906736965,66685611,True,True,True,True,True,1011,0.0,0.0,32.81,68.76,29.8,13.6,18,80,
"=A223+IF(H224=H223,I224-I223,I224)/86400000","=IF(H224=H223,I224-I223,I224)",,,current,222,True,3906736965,66986587,True,True,True,True,True,1011,0.0,0.0,33.19,68.83,29.8,13.6,20,90,
"=A224+IF(H225=H224,I225-I224,I225)/86400000","=IF(H225=H224,I225-I224,I225)",,,current,223,True,3906736965,67287565,True,True,True,True,True,1011,0.0,0.0,33.3,68.87,29.9,13.6,21,95,
"=A225+IF(H226=H225,I226-I225,I226)/86400000","=IF(H226=H225,I226-I225,I226)",,,current,224,True,3906736965,67588547,True,True,True,True,True,1011,0.0,0.0,33.33,68.94,29.9,13.6,23,103,
"=A226+IF(H227=H226,I227-I226,I227)/86400000","=IF(H227=H226,I227-I226,I227)",,,current,225,True,3906736965,67889529,True,True,True,True,True,1011,0.0,0.0,33.54,68.91,29.9,13.6,26,116,
"=A227+IF(H228=H227,I228-I227,I228)/86400000","=IF(H228=H227,I228-I227,I228)",,,current,226,True,3906736965,68190513,True,True,True,True,True,1011,0.0,0.0,33.63,69.02,29.9,13.6,30,128,
"=A228+IF(H229=H228,I229-I228,I229)/86400000","=IF(H229=H228,I229-I228,I229)",,,current,227,True,3906736965,68491500,True,True,True,True,True,1011,0.0,0.0,34.02,69.02,29.9,13.6,39,135,
"=A229+IF(H230=H229,I230-I229,I230)/86400000","=IF(H230=H229,I230-I229,I230)",,,current,228,True,3906736965,68792488,True,True,True,True,True,1011,0.0,0.0,34.28,69.06,30.0,13.6,79,713,
"=A230+IF(H231=H230,I231-I230,I231)/86400000","=IF(H231=H230,I231-I230,I231)",,,current,229,True,3906736965,69093474,True,True,True,True,True,1013,0.0,0.0,39.43,69.5,30.0,13.6,126,711,
"=A231+IF(H232=H231,I232-I231,I232)/86400000","=IF(H232=H231,I232-I231,I232)",,,current,230,True,3906736965,69394496,True,True,True,True,True,1012,0.0,0.0,40.31,70.4,30.3,13.6,155,720,
"=A232+IF(H233=H232,I233-I232,I233)/86400000","=IF(H233=H232,I233-I232,I233)",,,current,231,True,3906736965,69695463,True,True,True,True,True,1012,0.0,0.0,43.06,70.03,30.7,13.7,169,740,
"=A233+IF(H234=H233,I234-I233,I234)/86400000","=IF(H234=H233,I234-I233,I234)",,,current,232,True,3906736965,69996431,True,True,True,True,True,1012,0.0,0.0,44.78,70.06,31.1,13.7,181,774,
"=A234+IF(H235=H234,I235-I234,I235)/86400000","=IF(H235=H234,I235-I234,I235)",,,current,233,True,3906736965,70297401,True,True,True,True,True,1012,0.0,0.0,46.04,69.83,31.5,13.7,185,776,
"=A235+IF(H236=H235,I236-I235,I236)/86400000","=IF(H236=H235,I236-I235,I236)",,,current,234,True,3906736965,70598378,True,True,True,True,True,1012,0.0,0.0,45.35,69.19,31.8,13.7,192,808,
"=A236+IF(H237=H236,I237-I236,I237)/86400000","=IF(H237=H236,I237-I236,I237)",,,current,235,True,3906736965,70899353,True,True,True,True,True,1012,0.0,0.0,45.52,68.72,32.0,13.7,191,812,
"=A237+IF(H238=H237,I238-I237,I238)/86400000","=IF(H238=H237,I238-I237,I238)",,,current,236,True,3906736965,71200328,True,True,True,True,True,1012,0.0,0.0,45.25,68.13,32.2,13.7,191,820,
"=A238+IF(H239=H238,I239-I238,I239)/86400000","=IF(H239=H238,I239-I238,I239)",,,current,237,True,3906736965,71501304,True,True,True,True,True,1012,0.0,0.0,44.75,67.43,32.3,13.6,192,828,
"=A239+IF(H240=H239,I240-I239,I240)/86400000","=IF(H240=H239,I240-I239,I240)",,,current,238,True,3906736965,71802286,True,True,True,True,True,1012,0.001,0.033,45.38,67.03,32.4,13.6,197,860,
"=A240+IF(H241=H240,I241-I240,I241)/86400000","=IF(H241=H240,I241-I240,I241)",,,current,239,True,3906736965,72103270,True,True,True,True,True,1012,0.0,0.0,45.79,66.62,32.5,13.6,203,891,
"=A241+IF(H242=H241,I242-I241,I242)/86400000","=IF(H242=H241,I242-I241,I242)",,,current,240,True,3906736965,72404253,True,True,True,True,True,1012,0.0,0.0,47.51,65.98,32.6,13.6,201,902,
"=A242+IF(H243=H242,I243-I242,I243)/86400000","=IF(H243=H242,I243-I242,I243)",,,current,241,True,3906736965,72705252,True,True,True,True,True,1011,0.0,0.0,47.66,65.64,32.7,13.5,191,863,
"=A243+IF(H244=H243,I244-I243,I244)/86400000","=IF(H244=H243,I244-I243,I244)",,,current,242,True,3906736965,73022918,True,True,True,True,True,1012,0.0,0.0,47.36,64.9,32.8,13.6,194,892,
"=A244+IF(H245=H244,I245-I244,I245)/86400000","=IF(H245=H244,I245-I244,I245)",,,current,243,True,3906736965,73323892,True,True,True,True,True,1012,0.0,0.0,48.37,64.42,32.9,13.5,200,942,
"=A245+IF(H246=H245,I246-I245,I246)/86400000","=IF(H246=H245,I246-I245,I246)",,,current,244,True,3906736965,73624868,True,True,True,True,True,1012,0.0,0.0,48.67,64.21,33.1,13.5,194,935,
"=A246+IF(H247=H246,I247-I246,I247)/86400000","=IF(H247=H246,I247-I246,I247)",,,current,245,True,3906736965,73925847,True,True,True,True,True,1011,0.038,1.022,45.58,63.68,33.3,13.5,186,913,
"=A247+IF(H248=H247,I248-I247,I248)/86400000","=IF(H248=H247,I248-I247,I248)",,,current,246,True,3906736965,74226861,True,True,True,True,True,1012,0.0,0.0,45.84,62.25,33.3,13.5,170,594,
"=A248+IF(H249=H248,I249-I248,I249)/86400000","=IF(H249=H248,I249-I248,I249)",,,current,247,True,3906736965,74527816,True,True,True,True,True,1012,0.0,0.0,46.66,61.69,33.3,13.5,184,248,
"=A249+IF(H250=H249,I250-I249,I250)/86400000","=IF(H250=H249,I250-I249,I250)",,,current,248,True,3906736965,74828775,True,True,True,True,True,1011,0.0,0.0,49.23,61.75,33.4,13.5,180,187,
"=A250+IF(H251=H250,I251-I250,I251)/86400000","=IF(H251=H250,I251-I250,I251)",气温孤立跳变,与前后记录均相差至少 6°C,current,249,True,3906736965,75129736,True,True,True,True,True,1010,0.0,0.0,39.73,60.54,33.4,13.4,27,98,
"=A251+IF(H252=H251,I252-I251,I252)/86400000","=IF(H252=H251,I252-I251,I252)",,,current,250,True,3906736965,75430697,True,True,True,True,True,1011,0.0,0.0,46.5,60.26,33.4,13.4,164,171,
