estimatedTimeBeijing,actualIntervalMs,anomalyStatus,anomalyNote,source,index,integrityOk,bootSessionId,uptimeMs,windOk,airOk,soilOk,solar1Ok,solar2Ok,airPressureHpa,windVoltage,windSpeedMs,airTemperatureC,airHumidityPercent,soilTemperatureC,soilMoisturePercent,solar1Wm2,solar2Wm2
"=A1428+IF(H1429=H1428,I1429-I1428,I1429)/86400000","=IF(H1429=H1428,I1429-I1428,I1429)",,,current,1427,True,4109905524,48174439,True,True,True,True,True,1010,0.0,0.0,37.57,55.53,32.7,12.5,25,118,
"=A1429+IF(H1430=H1429,I1430-I1429,I1430)/86400000","=IF(H1430=H1429,I1430-I1429,I1430)",,,current,1428,True,4109905524,48475428,True,True,True,True,True,1010,0.101,2.736,38.0,55.53,32.7,12.5,30,109,
"=A1430+IF(H1431=H1430,I1431-I1430,I1431)/86400000","=IF(H1431=H1430,I1431-I1430,I1431)",,,current,1429,True,4109905524,48776416,True,True,True,True,True,1010,0.0,0.0,37.48,55.5,32.6,12.5,52,304,
"=A1431+IF(H1432=H1431,I1432-I1431,I1432)/86400000","=IF(H1432=H1431,I1432-I1431,I1432)",,,current,1430,True,4109905524,49077439,True,True,True,True,True,1010,0.123,3.33,37.46,55.46,32.7,12.5,23,104,
"=A1432+IF(H1433=H1432,I1433-I1432,I1433)/86400000","=IF(H1433=H1432,I1433-I1432,I1433)",,,current,1431,True,4109905524,49378409,True,True,True,True,True,1010,0.0,0.0,37.45,55.41,32.7,12.5,33,132,
"=A1433+IF(H1434=H1433,I1434-I1433,I1434)/86400000","=IF(H1434=H1433,I1434-I1433,I1434)",,,current,1432,True,4109905524,49679375,True,True,True,True,True,1009,0.0,0.0,37.39,55.39,32.7,12.4,23,102,
"=A1434+IF(H1435=H1434,I1435-I1434,I1435)/86400000","=IF(H1435=H1434,I1435-I1434,I1435)",,,current,1433,True,4109905524,49980346,True,True,True,True,True,1010,0.0,0.0,37.56,55.44,32.7,12.5,30,133,
"=A1435+IF(H1436=H1435,I1436-I1435,I1436)/86400000","=IF(H1436=H1435,I1436-I1435,I1436)",,,current,1434,True,4109905524,50281320,True,True,True,True,True,1010,0.0,0.0,37.82,55.46,32.7,12.5,20,97,
"=A1436+IF(H1437=H1436,I1437-I1436,I1437)/86400000","=IF(H1437=H1436,I1437-I1436,I1437)",,,current,1435,True,4109905524,50582295,True,True,True,True,True,1010,0.006,0.165,38.01,55.52,32.7,12.5,53,190,
"=A1437+IF(H1438=H1437,I1438-I1437,I1438)/86400000","=IF(H1438=H1437,I1438-I1437,I1438)",,,current,1436,True,4109905524,50883269,True,True,True,True,True,1010,0.0,0.0,37.94,55.52,32.7,12.4,20,91,
"=A1438+IF(H1439=H1438,I1439-I1438,I1439)/86400000","=IF(H1439=H1438,I1439-I1438,I1439)",,,current,1437,True,4109905524,51184248,True,True,True,True,True,1009,0.0,0.0,37.61,55.42,32.7,12.4,20,90,
"=A1439+IF(H1440=H1439,I1440-I1439,I1440)/86400000","=IF(H1440=H1439,I1440-I1439,I1440)",,,current,1438,True,4109905524,51485229,True,True,True,True,True,1010,0.122,3.297,37.21,55.29,32.7,12.4,21,98,
"=A1440+IF(H1441=H1440,I1441-I1440,I1441)/86400000","=IF(H1441=H1440,I1441-I1440,I1441)",,,current,1439,True,4109905524,51786213,True,True,True,True,True,1010,0.0,0.0,37.18,55.28,32.7,12.4,18,87,
"=A1441+IF(H1442=H1441,I1442-I1441,I1442)/86400000","=IF(H1442=H1441,I1442-I1441,I1442)",,,current,1440,True,4109905524,52087195,True,True,True,True,True,1009,0.0,0.0,36.95,55.17,32.7,12.4,18,82,
"=A1442+IF(H1443=H1442,I1443-I1442,I1443)/86400000","=IF(H1443=H1442,I1443-I1442,I1443)",,,current,1441,True,4109905524,52388180,True,True,True,True,True,1009,0.0,0.0,36.67,55.1,32.7,12.3,17,78,
"=A1443+IF(H1444=H1443,I1444-I1443,I1444)/86400000","=IF(H1444=H1443,I1444-I1443,I1444)",,,current,1442,True,4109905524,52689170,True,True,True,True,True,1009,0.054,1.451,36.31,55.04,32.6,12.4,32,134,
"=A1444+IF(H1445=H1444,I1445-I1444,I1445)/86400000","=IF(H1445=H1444,I1445-I1444,I1445)",,,current,1443,True,4109905524,52990163,True,True,True,True,True,1009,0.282,7.615,36.1,54.99,32.5,12.3,19,94,
"=A1445+IF(H1446=H1445,I1446-I1445,I1446)/86400000","=IF(H1446=H1445,I1446-I1445,I1446)",,,current,1444,True,4109905524,53291164,True,True,True,True,True,1009,0.228,6.165,35.44,54.84,32.3,12.3,17,77,
"=A1446+IF(H1447=H1446,I1447-I1446,I1447)/86400000","=IF(H1447=H1446,I1447-I1446,I1447)",,,current,1445,True,4109905524,53592144,True,True,True,True,True,1009,0.0,0.0,35.46,54.81,32.3,12.3,37,142,
"=A1447+IF(H1448=H1447,I1448-I1447,I1448)/86400000","=IF(H1448=H1447,I1448-I1447,I1448)",,,current,1446,True,4109905524,53893159,True,True,True,True,True,1009,0.0,0.0,35.98,54.94,32.4,12.3,22,102,
"=A1448+IF(H1449=H1448,I1449-I1448,I1449)/86400000","=IF(H1449=H1448,I1449-I1448,I1449)",,,current,1447,True,4109905524,54194114,True,True,True,True,True,1009,0.145,3.923,35.92,55.04,32.4,12.2,14,66,
"=A1449+IF(H1450=H1449,I1450-I1449,I1450)/86400000","=IF(H1450=H1449,I1450-I1449,I1450)",,,current,1448,True,4109905524,54495073,True,True,True,True,True,1009,0.0,0.0,35.69,55.02,32.4,12.2,20,95,
"=A1450+IF(H1451=H1450,I1451-I1450,I1451)/86400000","=IF(H1451=H1450,I1451-I1450,I1451)",,,current,1449,True,4109905524,54796034,True,True,True,True,True,1009,0.0,0.0,35.78,55.08,32.4,12.2,32,128,
"=A1451+IF(H1452=H1451,I1452-I1451,I1452)/86400000","=IF(H1452=H1451,I1452-I1451,I1452)",,,current,1450,True,4109905524,55096994,True,True,True,True,True,1009,0.067,1.813,35.95,55.18,32.4,12.2,32,126,
"=A1452+IF(H1453=H1452,I1453-I1452,I1453)/86400000","=IF(H1453=H1452,I1453-I1452,I1453)",,,current,1451,True,4109905524,55397955,True,True,True,True,True,1009,0.0,0.0,35.84,55.2,32.5,12.2,35,137,
"=A1453+IF(H1454=H1453,I1454-I1453,I1454)/86400000","=IF(H1454=H1453,I1454-I1453,I1454)",,,current,1452,True,4109905524,55698923,True,True,True,True,True,1009,0.0,0.0,36.09,55.32,32.5,12.2,23,101,
"=A1454+IF(H1455=H1454,I1455-I1454,I1455)/86400000","=IF(H1455=H1454,I1455-I1454,I1455)",,,current,1453,True,4109905524,55999891,True,True,True,True,True,1009,0.0,0.0,36.09,55.41,32.5,12.2,19,88,
"=A1455+IF(H1456=H1455,I1456-I1455,I1456)/86400000","=IF(H1456=H1455,I1456-I1455,I1456)",,,current,1454,True,4109905524,56300857,True,True,True,True,True,1009,0.131,3.527,36.07,55.4,32.5,12.2,22,107,
"=A1456+IF(H1457=H1456,I1457-I1456,I1457)/86400000","=IF(H1457=H1456,I1457-I1456,I1457)",,,current,1455,True,4109905524,56601827,True,True,True,True,True,1009,0.0,0.0,36.02,55.49,32.4,12.2,16,76,
"=A1457+IF(H1458=H1457,I1458-I1457,I1458)/86400000","=IF(H1458=H1457,I1458-I1457,I1458)",,,current,1456,True,4109905524,56902800,True,True,True,True,True,1009,0.0,0.0,35.9,55.47,32.5,12.2,17,75,
"=A1458+IF(H1459=H1458,I1459-I1458,I1459)/86400000","=IF(H1459=H1458,I1459-I1458,I1459)",,,current,1457,True,4109905524,57203773,True,True,True,True,True,1009,0.168,4.549,35.89,55.6,32.5,12.2,17,69,
"=A1459+IF(H1460=H1459,I1460-I1459,I1460)/86400000","=IF(H1460=H1459,I1460-I1459,I1460)",,,current,1458,True,4109905524,57504748,True,True,True,True,True,1009,0.0,0.0,35.67,55.58,32.4,12.1,12,60,
"=A1460+IF(H1461=H1460,I1461-I1460,I1461)/86400000","=IF(H1461=H1460,I1461-I1460,I1461)",,,current,1459,True,4109905524,57805726,True,True,True,True,True,1009,0.0,0.0,35.43,55.47,32.4,12.2,15,72,
"=A1461+IF(H1462=H1461,I1462-I1461,I1462)/86400000","=IF(H1462=H1461,I1462-I1461,I1462)",,,current,1460,True,4109905524,58106709,True,True,True,True,True,1009,0.062,1.681,35.7,55.66,32.4,12.2,30,116,
"=A1462+IF(H1463=H1462,I1463-I1462,I1463)/86400000","=IF(H1463=H1462,I1463-I1462,I1463)",,,current,1461,True,4109905524,58407689,True,True,True,True,True,1009,0.0,0.0,35.4,55.65,32.4,12.2,9,43,
"=A1463+IF(H1464=H1463,I1464-I1463,I1464)/86400000","=IF(H1464=H1463,I1464-I1463,I1464)",,,current,1462,True,4109905524,58708701,True,True,True,True,True,1009,0.0,0.0,34.75,55.56,32.2,12.2,22,92,
"=A1464+IF(H1465=H1464,I1465-I1464,I1465)/86400000","=IF(H1465=H1464,I1465-I1464,I1465)",,,current,1463,True,4109905524,59009660,True,True,True,True,True,1009,0.0,0.0,34.83,55.6,32.2,12.1,17,73,
"=A1465+IF(H1466=H1465,I1466-I1465,I1466)/86400000","=IF(H1466=H1465,I1466-I1465,I1466)",,,current,1464,True,4109905524,59310620,True,True,True,True,True,1009,0.0,0.0,34.6,55.68,32.3,12.2,19,78,
"=A1466+IF(H1467=H1466,I1467-I1466,I1467)/86400000","=IF(H1467=H1466,I1467-I1466,I1467)",,,current,1465,True,4109905524,59611581,True,True,True,True,True,1009,0.056,1.516,35.45,55.84,32.3,12.2,35,176,
"=A1467+IF(H1468=H1467,I1468-I1467,I1468)/86400000","=IF(H1468=H1467,I1468-I1467,I1468)",,,current,1466,True,4109905524,59912544,True,True,True,True,True,1009,0.0,0.0,36.36,56.21,32.3,12.2,36,218,
"=A1468+IF(H1469=H1468,I1469-I1468,I1469)/86400000","=IF(H1469=H1468,I1469-I1468,I1469)",,,current,1467,True,4109905524,60213512,True,True,True,True,True,1009,0.0,0.0,36.46,56.47,32.4,12.2,31,118,
"=A1469+IF(H1470=H1469,I1470-I1469,I1470)/86400000","=IF(H1470=H1469,I1470-I1469,I1470)",,,current,1468,True,4109905524,60514482,True,True,True,True,True,1009,0.0,0.0,36.29,56.48,32.4,12.2,34,135,
"=A1470+IF(H1471=H1470,I1471-I1470,I1471)/86400000","=IF(H1471=H1470,I1471-I1470,I1471)",,,current,1469,True,4109905524,60815451,True,True,True,True,True,1009,0.0,0.0,35.4,56.36,32.5,12.2,19,74,
"=A1471+IF(H1472=H1471,I1472-I1471,I1472)/86400000","=IF(H1472=H1471,I1472-I1471,I1472)",,,current,1470,True,4109905524,61116423,True,True,True,True,True,1009,0.0,0.0,34.96,56.16,32.4,12.2,26,110,
"=A1472+IF(H1473=H1472,I1473-I1472,I1473)/86400000","=IF(H1473=H1472,I1473-I1472,I1473)",,,current,1471,True,4109905524,61417398,True,True,True,True,True,1009,0.0,0.0,35.01,56.33,32.4,12.2,23,98,
"=A1473+IF(H1474=H1473,I1474-I1473,I1474)/86400000","=IF(H1474=H1473,I1474-I1473,I1474)",,,current,1472,True,4109905524,61718373,True,True,True,True,True,1009,0.0,0.0,34.86,56.43,32.4,12.2,13,51,
"=A1474+IF(H1475=H1474,I1475-I1474,I1475)/86400000","=IF(H1475=H1474,I1475-I1474,I1475)",,,current,1473,True,4109905524,62019348,True,True,True,True,True,1009,0.01,0.264,34.76,56.4,32.4,12.2,15,58,
"=A1475+IF(H1476=H1475,I1476-I1475,I1476)/86400000","=IF(H1476=H1475,I1476-I1475,I1476)",,,current,1474,True,4109905524,62320326,True,True,True,True,True,1009,0.0,0.0,34.37,56.39,32.4,12.2,13,51,
"=A1476+IF(H1477=H1476,I1477-I1476,I1477)/86400000","=IF(H1477=H1476,I1477-I1476,I1477)",,,current,1475,True,4109905524,62621306,True,True,True,True,True,1008,0.0,0.0,34.39,56.53,32.4,12.1,14,56,
"=A1477+IF(H1478=H1477,I1478-I1477,I1478)/86400000","=IF(H1478=H1477,I1478-I1477,I1478)",,,current,1476,True,4109905524,62922288,True,True,True,True,True,1009,0.0,0.0,33.93,56.52,32.3,12.1,15,58,
"=A1478+IF(H1479=H1478,I1479-I1478,I1479)/86400000","=IF(H1479=H1478,I1479-I1478,I1479)",,,current,1477,True,4109905524,63223269,True,True,True,True,True,1009,0.031,0.824,34.23,56.61,32.3,12.1,14,54,
"=A1479+IF(H1480=H1479,I1480-I1479,I1480)/86400000","=IF(H1480=H1479,I1480-I1479,I1480)",,,current,1478,True,4109905524,63524288,True,True,True,True,True,1009,0.0,0.0,34.28,56.83,32.3,12.0,13,49,
"=A1480+IF(H1481=H1480,I1481-I1480,I1481)/86400000","=IF(H1481=H1480,I1481-I1480,I1481)",,,current,1479,True,4109905524,63825249,True,True,True,True,True,1009,0.0,0.0,33.98,56.87,32.3,12.1,11,42,
"=A1481+IF(H1482=H1481,I1482-I1481,I1482)/86400000","=IF(H1482=H1481,I1482-I1481,I1482)",,,current,1480,True,4109905524,64126209,True,True,True,True,True,1009,0.0,0.0,33.78,56.93,32.3,12.1,11,41,
"=A1482+IF(H1483=H1482,I1483-I1482,I1483)/86400000","=IF(H1483=H1482,I1483-I1482,I1483)",,,current,1481,True,4109905524,64427173,True,True,True,True,True,1009,0.0,0.0,33.28,56.83,32.2,12.0,9,36,
"=A1483+IF(H1484=H1483,I1484-I1483,I1484)/86400000","=IF(H1484=H1483,I1484-I1483,I1484)",,,current,1482,True,4109905524,64728141,True,True,True,True,True,1009,0.0,0.0,33.61,57.04,32.2,12.0,9,32,
"=A1484+IF(H1485=H1484,I1485-I1484,I1485)/86400000","=IF(H1485=H1484,I1485-I1484,I1485)",,,current,1483,True,4109905524,65029112,True,True,True,True,True,1009,0.07,1.879,33.49,57.22,32.2,12.0,7,27,
"=A1485+IF(H1486=H1485,I1486-I1485,I1486)/86400000","=IF(H1486=H1485,I1486-I1485,I1486)",,,current,1484,True,4109905524,65330082,True,True,True,True,True,1009,0.0,0.0,33.53,57.28,32.2,12.0,7,25,
"=A1486+IF(H1487=H1486,I1487-I1486,I1487)/86400000","=IF(H1487=H1486,I1487-I1486,I1487)",,,current,1485,True,4109905524,65647743,True,True,True,True,True,1009,0.0,0.0,33.52,57.34,32.2,12.0,6,20,
"=A1487+IF(H1488=H1487,I1488-I1487,I1488)/86400000","=IF(H1488=H1487,I1488-I1487,I1488)",,,current,1486,True,4109905524,65948719,True,True,True,True,True,1009,0.0,0.0,33.46,57.51,32.1,12.0,4,16,
"=A1488+IF(H1489=H1488,I1489-I1488,I1489)/86400000","=IF(H1489=H1488,I1489-I1488,I1489)",,,current,1487,True,4109905524,66249695,True,True,True,True,True,1009,0.0,0.0,33.29,57.61,32.1,12.0,4,15,
"=A1489+IF(H1490=H1489,I1490-I1489,I1490)/86400000","=IF(H1490=H1489,I1490-I1489,I1490)",,,current,1488,True,4109905524,66550672,True,True,True,True,True,1009,0.0,0.0,33.27,57.7,32.1,12.0,4,13,
"=A1490+IF(H1491=H1490,I1491-I1490,I1491)/86400000","=IF(H1491=H1490,I1491-I1490,I1491)",,,current,1489,True,4109905524,66851650,True,True,True,True,True,1009,0.126,3.396,32.92,57.82,32.1,12.0,3,13,
"=A1491+IF(H1492=H1491,I1492-I1491,I1492)/86400000","=IF(H1492=H1491,I1492-I1491,I1492)",,,current,1490,True,4109905524,67152634,True,True,True,True,True,1009,0.0,0.0,32.85,57.82,32.0,12.0,3,10,
"=A1492+IF(H1493=H1492,I1493-I1492,I1493)/86400000","=IF(H1493=H1492,I1493-I1492,I1493)",,,current,1491,True,4109905524,67453617,True,True,True,True,True,1009,0.0,0.0,32.95,58.0,32.0,12.0,2,9,
"=A1493+IF(H1494=H1493,I1494-I1493,I1494)/86400000","=IF(H1494=H1493,I1494-I1493,I1494)",,,current,1492,True,4109905524,67754602,True,True,True,True,True,1009,0.0,0.0,32.94,58.15,32.0,12.0,2,8,
"=A1494+IF(H1495=H1494,I1495-I1494,I1495)/86400000","=IF(H1495=H1494,I1495-I1494,I1495)",,,current,1493,True,4109905524,68055587,True,True,True,True,True,1009,0.0,0.0,32.9,58.23,32.0,12.0,2,8,
"=A1495+IF(H1496=H1495,I1496-I1495,I1496)/86400000","=IF(H1496=H1495,I1496-I1495,I1496)",,,current,1494,True,4109905524,68356611,True,True,True,True,True,1009,0.0,0.0,32.89,58.38,32.0,11.8,2,8,
"=A1496+IF(H1497=H1496,I1497-I1496,I1497)/86400000","=IF(H1497=H1496,I1497-I1496,I1497)",,,current,1495,True,4109905524,68657573,True,True,True,True,True,1009,0.0,0.0,32.9,58.53,32.0,11.9,2,9,
"=A1497+IF(H1498=H1497,I1498-I1497,I1498)/86400000","=IF(H1498=H1497,I1498-I1497,I1498)",,,current,1496,True,4109905524,68958535,True,True,True,True,True,1009,0.0,0.0,32.93,58.57,31.9,11.9,3,10,
"=A1498+IF(H1499=H1498,I1499-I1498,I1499)/86400000","=IF(H1499=H1498,I1499-I1498,I1499)",,,current,1497,True,4109905524,69259504,True,True,True,True,True,1010,0.0,0.0,32.99,58.81,31.9,11.9,3,11,
"=A1499+IF(H1500=H1499,I1500-I1499,I1500)/86400000","=IF(H1500=H1499,I1500-I1499,I1500)",,,current,1498,True,4109905524,69560473,True,True,True,True,True,1010,0.0,0.0,33.03,58.9,31.9,11.9,1,5,
"=A1500+IF(H1501=H1500,I1501-I1500,I1501)/86400000","=IF(H1501=H1500,I1501-I1500,I1501)",,,current,1499,True,4109905524,69861443,True,True,True,True,True,1009,0.0,0.0,33.0,59.02,31.9,11.9,0,1,
"=A1501+IF(H1502=H1501,I1502-I1501,I1502)/86400000","=IF(H1502=H1501,I1502-I1501,I1502)",,,current,1500,True,4109905524,70162416,True,True,True,True,True,1010,0.0,0.0,32.64,59.12,31.8,11.9,0,0,
"=A1502+IF(H1503=H1502,I1503-I1502,I1503)/86400000","=IF(H1503=H1502,I1503-I1502,I1503)",,,current,1501,True,4109905524,70463392,True,True,True,True,True,1010,0.0,0.0,31.94,58.99,31.8,11.9,0,0,
"=A1503+IF(H1504=H1503,I1504-I1503,I1504)/86400000","=IF(H1504=H1503,I1504-I1503,I1504)",,,current,1502,True,4109905524,70764369,True,True,True,True,True,1009,0.0,0.0,31.0,58.87,31.7,16.5,0,0,
"=A1504+IF(H1505=H1504,I1505-I1504,I1505)/86400000","=IF(H1505=H1504,I1505-I1504,I1505)",,,current,1503,True,4109905524,71065345,True,True,True,True,True,1009,0.0,0.0,30.01,58.71,31.5,17.2,0,0,
"=A1505+IF(H1506=H1505,I1506-I1505,I1506)/86400000","=IF(H1506=H1505,I1506-I1505,I1506)",,,current,1504,True,4109905524,71366323,True,True,True,True,True,1009,0.0,0.0,29.42,58.59,31.4,17.1,0,0,
"=A1506+IF(H1507=H1506,I1507-I1506,I1507)/86400000","=IF(H1507=H1506,I1507-I1506,I1507)",,,current,1505,True,4109905524,71667307,True,True,True,True,True,1009,0.055,1.484,29.13,58.53,31.3,17.0,0,0,
"=A1507+IF(H1508=H1507,I1508-I1507,I1508)/86400000","=IF(H1508=H1507,I1508-I1507,I1508)",,,current,1506,True,4109905524,71968290,True,True,True,True,True,1009,0.0,0.0,29.05,58.73,31.3,16.9,0,0,
"=A1508+IF(H1509=H1508,I1509-I1508,I1509)/86400000","=IF(H1509=H1508,I1509-I1508,I1509)",,,current,1507,True,4109905524,72269274,True,True,True,True,True,1010,0.0,0.0,29.0,58.9,31.2,16.8,0,0,
"=A1509+IF(H1510=H1509,I1510-I1509,I1510)/86400000","=IF(H1510=H1509,I1510-I1509,I1510)",,,current,1508,True,4109905524,72570261,True,True,True,True,True,1010,0.0,0.0,28.96,59.05,31.2,16.7,0,0,
"=A1510+IF(H1511=H1510,I1511-I1510,I1511)/86400000","=IF(H1511=H1510,I1511-I1510,I1511)",,,current,1509,True,4109905524,72871251,True,True,True,True,True,1010,0.0,0.0,28.91,59.17,31.1,16.6,0,0,
"=A1511+IF(H1512=H1511,I1512-I1511,I1512)/86400000","=IF(H1512=H1511,I1512-I1511,I1512)",,,current,1510,True,4109905524,73172275,True,True,True,True,True,1009,0.0,0.0,28.87,59.34,31.1,16.5,0,0,
"=A1512+IF(H1513=H1512,I1513-I1512,I1513)/86400000","=IF(H1513=H1512,I1513-I1512,I1513)",,,current,1511,True,4109905524,73473239,True,True,True,True,True,1010,0.045,1.22,28.75,59.55,31.0,16.5,0,0,
"=A1513+IF(H1514=H1513,I1514-I1513,I1514)/86400000","=IF(H1514=H1513,I1514-I1513,I1514)",,,current,1512,True,4109905524,73774207,True,True,True,True,True,1009,0.009,0.231,28.65,59.67,31.0,16.5,0,0,
"=A1514+IF(H1515=H1514,I1515-I1514,I1515)/86400000","=IF(H1515=H1514,I1515-I1514,I1515)",,,current,1513,True,4109905524,74075177,True,True,True,True,True,1010,0.0,0.0,28.58,59.84,30.9,16.4,0,0,
"=A1515+IF(H1516=H1515,I1516-I1515,I1516)/86400000","=IF(H1516=H1515,I1516-I1515,I1516)",,,current,1514,True,4109905524,74376147,True,True,True,True,True,1010,0.01,0.264,28.52,59.97,30.8,16.4,0,0,
"=A1516+IF(H1517=H1516,I1517-I1516,I1517)/86400000","=IF(H1517=H1516,I1517-I1516,I1517)",,,current,1515,True,4109905524,74677122,True,True,True,True,True,1010,0.0,0.0,28.54,60.2,30.8,16.4,0,0,
"=A1517+IF(H1518=H1517,I1518-I1517,I1518)/86400000","=IF(H1518=H1517,I1518-I1517,I1518)",,,current,1516,True,4109905524,74978101,True,True,True,True,True,1010,0.0,0.0,28.59,60.42,30.8,16.4,0,0,
"=A1518+IF(H1519=H1518,I1519-I1518,I1519)/86400000","=IF(H1519=H1518,I1519-I1518,I1519)",,,current,1517,True,4109905524,75279081,True,True,True,True,True,1010,0.0,0.0,28.66,60.64,30.7,16.3,0,0,
"=A1519+IF(H1520=H1519,I1520-I1519,I1520)/86400000","=IF(H1520=H1519,I1520-I1519,I1520)",,,current,1518,True,4109905524,75580058,True,True,True,True,True,1009,0.0,0.0,28.74,60.88,30.7,16.3,0,0,
"=A1520+IF(H1521=H1520,I1521-I1520,I1521)/86400000","=IF(H1521=H1520,I1521-I1520,I1521)",,,current,1519,True,4109905524,75881040,True,True,True,True,True,1009,0.0,0.0,28.83,61.08,30.7,16.3,0,0,
"=A1521+IF(H1522=H1521,I1522-I1521,I1522)/86400000","=IF(H1522=H1521,I1522-I1521,I1522)",,,current,1520,True,4109905524,76182026,True,True,True,True,True,1009,0.0,0.0,28.9,61.31,30.7,16.2,0,0,
"=A1522+IF(H1523=H1522,I1523-I1522,I1523)/86400000","=IF(H1523=H1522,I1523-I1522,I1523)",,,current,1521,True,4109905524,76483012,True,True,True,True,True,1009,0.0,0.0,28.99,61.56,30.7,16.2,0,0,
"=A1523+IF(H1524=H1523,I1524-I1523,I1524)/86400000","=IF(H1524=H1523,I1524-I1523,I1524)",,,current,1522,True,4109905524,76783999,True,True,True,True,True,1009,0.0,0.0,29.08,61.79,30.6,16.2,0,0,
"=A1524+IF(H1525=H1524,I1525-I1524,I1525)/86400000","=IF(H1525=H1524,I1525-I1524,I1525)",,,current,1523,True,4109905524,77084989,True,True,True,True,True,1009,0.0,0.0,29.12,62.03,30.6,16.2,0,0,
"=A1525+IF(H1526=H1525,I1526-I1525,I1526)/86400000","=IF(H1526=H1525,I1526-I1525,I1526)",,,current,1524,True,4109905524,77385995,True,True,True,True,True,1009,0.0,0.0,29.09,62.24,30.6,16.2,0,0,
"=A1526+IF(H1527=H1526,I1527-I1526,I1527)/86400000","=IF(H1527=H1526,I1527-I1526,I1527)",,,current,1525,True,4109905524,77686976,True,True,True,True,True,1009,0.0,0.0,29.14,62.46,30.6,16.1,0,0,
"=A1527+IF(H1528=H1527,I1528-I1527,I1528)/86400000","=IF(H1528=H1527,I1528-I1527,I1528)",,,current,1526,True,4109905524,77987989,True,True,True,True,True,1009,0.0,0.0,29.17,62.65,30.5,16.2,0,0,
"=A1528+IF(H1529=H1528,I1529-I1528,I1529)/86400000","=IF(H1529=H1528,I1529-I1528,I1529)",,,current,1527,True,4109905524,78288944,True,True,True,True,True,1009,0.002,0.066,29.23,62.85,30.5,16.1,0,0,
"=A1529+IF(H1530=H1529,I1530-I1529,I1530)/86400000","=IF(H1530=H1529,I1530-I1529,I1530)",,,current,1528,True,4109905524,78589903,True,True,True,True,True,1009,0.0,0.0,29.26,63.04,30.5,16.1,0,0,
"=A1530+IF(H1531=H1530,I1531-I1530,I1531)/86400000","=IF(H1531=H1530,I1531-I1530,I1531)",,,current,1529,True,4109905524,78890863,True,True,True,True,True,1009,0.0,0.0,29.29,63.26,30.5,16.1,0,0,
"=A1531+IF(H1532=H1531,I1532-I1531,I1532)/86400000","=IF(H1532=H1531,I1532-I1531,I1532)",,,current,1530,True,4109905524,79191826,True,True,True,True,True,1009,0.0,0.0,29.3,63.45,30.5,16.1,0,0,
"=A1532+IF(H1533=H1532,I1533-I1532,I1533)/86400000","=IF(H1533=H1532,I1533-I1532,I1533)",,,current,1531,True,4109905524,79492791,True,True,True,True,True,1009,0.0,0.0,29.37,63.63,30.5,16.1,0,0,
"=A1533+IF(H1534=H1533,I1534-I1533,I1534)/86400000","=IF(H1534=H1533,I1534-I1533,I1534)",,,current,1532,True,4109905524,79793758,True,True,True,True,True,1010,0.0,0.0,29.45,63.84,30.5,16.1,0,0,
"=A1534+IF(H1535=H1534,I1535-I1534,I1535)/86400000","=IF(H1535=H1534,I1535-I1534,I1535)",,,current,1533,True,4109905524,80094726,True,True,True,True,True,1010,0.106,2.868,29.46,64.04,30.4,17.9,0,0,
"=A1535+IF(H1536=H1535,I1536-I1535,I1536)/86400000","=IF(H1536=H1535,I1536-I1535,I1536)",,,current,1534,True,4109905524,80395696,True,True,True,True,True,1009,0.0,0.0,29.33,64.2,30.3,21.5,0,0,
"=A1536+IF(H1537=H1536,I1537-I1536,I1537)/86400000","=IF(H1537=H1536,I1537-I1536,I1537)",,,current,1535,True,4109905524,80696668,True,True,True,True,True,1009,0.0,0.0,29.18,64.36,30.2,20.5,0,0,
"=A1537+IF(H1538=H1537,I1538-I1537,I1538)/86400000","=IF(H1538=H1537,I1538-I1537,I1538)",,,current,1536,True,4109905524,80997642,True,True,True,True,True,1009,0.0,0.0,29.11,64.48,30.2,19.8,0,0,
"=A1538+IF(H1539=H1538,I1539-I1538,I1539)/86400000","=IF(H1539=H1538,I1539-I1538,I1539)",,,current,1537,True,4109905524,81298617,True,True,True,True,True,1009,0.0,0.0,29.11,64.72,30.2,19.5,0,0,
"=A1539+IF(H1540=H1539,I1540-I1539,I1540)/86400000","=IF(H1540=H1539,I1540-I1539,I1540)",,,current,1538,True,4109905524,81599593,True,True,True,True,True,1009,0.0,0.0,29.08,64.83,30.2,19.2,0,0,
"=A1540+IF(H1541=H1540,I1541-I1540,I1541)/86400000","=IF(H1541=H1540,I1541-I1540,I1541)",,,current,1539,True,4109905524,81900573,True,True,True,True,True,1010,0.0,0.0,29.14,65.13,30.2,19.0,0,0,
"=A1541+IF(H1542=H1541,I1542-I1541,I1542)/86400000","=IF(H1542=H1541,I1542-I1541,I1542)",,,current,1540,True,4109905524,82201553,True,True,True,True,True,1010,0.0,0.0,29.13,65.25,30.2,18.8,0,0,
"=A1542+IF(H1543=H1542,I1543-I1542,I1543)/86400000","=IF(H1543=H1542,I1543-I1542,I1543)",,,current,1541,True,4109905524,82502534,True,True,True,True,True,1010,0.0,0.0,29.12,65.45,30.2,18.6,0,0,
"=A1543+IF(H1544=H1543,I1544-I1543,I1544)/86400000","=IF(H1544=H1543,I1544-I1543,I1544)",,,current,1542,True,4109905524,82803552,True,True,True,True,True,1010,0.0,0.0,29.18,65.66,30.3,18.5,0,0,
